1   0.514483   0.500000   -0.500000   0.797448
2   0.509736   0.500000   -0.500000   2.242838
3   0.515305   0.500000   -0.500000   1.648975
4   0.512531   0.500000   -0.500000   2.332018
5   0.516689   0.500000   -0.500000   1.446729
6   0.519886   0.500000   -0.500000   1.273720
7   0.518914   0.500000   -0.500000   2.257278
8   0.517357   0.500000   -0.500000   1.836619
9   0.519508   0.500000   -0.500000   1.376695
10   0.513637   0.500000   -0.500000   1.515229
11   0.515464   0.500000   -0.500000   0.103093
12   0.523149   0.500000   -0.500000   -1.909495
13   0.526898   0.500000   -0.500000   1.607039
14   0.513558   0.500000   -0.500000   2.824569
15   0.517464   0.500000   -0.500000   2.199224
16   0.509700   0.500000   -0.500000   0.000000
17   1.000000   0.500000   -0.500000   0.000000
18   1.000000   0.500000   -0.500000   0.000000
19   1.000000   0.500000   -0.500000   0.000000
20   1.000000   0.500000   -0.500000   0.000000
21   1.000000   0.500000   -0.500000   0.000000
22   1.000000   0.500000   -0.500000   0.000000
23   1.000000   0.500000   -0.500000   0.000000
24   1.000000   0.500000   -0.500000   0.000000
